Feature,RandomForest_Importance,GradientBoosting_Importance
Inflation_Lag1,0.9068447494261594,0.8403933063652668
IndiaVIX_Lag1,0.03761158790061058,0.01048634978672261
RepoRate_Lag1,0.01948335564238307,0.07899573480983513
WPI_Inflation_Lag1,0.01919798612844509,0.042293077170716877
NIFTY_Return_Lag1,0.016862320902401896,0.027831531867458605
