Date,Inflation,RepoRate,WPI_Inflation,NIFTY_Close,NIFTY_Return,IndiaVIX,Inflation_Lag1,RepoRate_Lag1,WPI_Inflation_Lag1,NIFTY_Return_Lag1,IndiaVIX_Lag1
2016-12-01,3.41,6.25,2.10237659963437,8185.7998046875,-0.0182311263425453,15.85545470497825,3.63,6.25,1.8198362147406664,-0.2268611375009221,17.5119047164917
2017-01-01,3.17,6.25,4.259259259259252,8561.2998046875,0.2156009214062252,15.45000003633045,3.41,6.25,2.10237659963437,-0.0182311263425453,15.85545470497825
2017-02-01,3.65,6.25,5.50887021475257,8879.599609375,0.1937211930684196,13.57210525713469,3.17,6.25,4.259259259259252,0.2156009214062252,15.45000003633045
2017-03-01,3.89,6.25,5.106778087279484,9173.75,0.1498820766507753,12.73136364329945,3.65,6.25,5.50887021475257,0.1937211930684196,13.57210525713469
2017-04-01,2.99,6.25,3.8532110091743066,9304.0498046875,0.0796646956514151,11.56555551952786,3.89,6.25,5.106778087279484,0.1498820766507753,12.73136364329945
2017-05-01,2.18,6.25,2.264492753623193,9621.25,0.15410121931718,11.287727269259364,2.99,6.25,3.8532110091743066,0.0796646956514151,11.56555551952786
2017-06-01,1.46,6.25,0.8952551477170889,9520.900390625,-0.0493458563905908,11.23190484728132,2.18,6.25,2.264492753623193,0.15410121931718,11.287727269259364
2017-07-01,2.36,6.25,1.878354203935606,10077.099609375,0.2717286552833864,11.191428547813778,1.46,6.25,0.8952551477170889,-0.0493458563905908,11.23190484728132
2017-08-01,3.28,6.0,3.237410071942448,9917.900390625,-0.0733054884975537,13.201428549630302,2.36,6.25,1.878354203935606,0.2717286552833864,11.191428547813778
2017-09-01,3.28,6.0,3.14183123877918,9788.599609375,-0.060546753874228,12.410952477228074,3.28,6.0,3.237410071942448,-0.0733054884975537,13.201428549630302
2017-10-01,3.58,6.0,3.677130044843047,10335.2998046875,0.2732159861687122,11.690499925613404,3.28,6.0,3.14183123877918,-0.060546753874228,12.410952477228074
2017-11-01,4.88,6.0,4.021447721179627,10226.5498046875,-0.0464385124548549,13.350000078027898,3.58,6.0,3.677130044843047,0.2732159861687122,11.690499925613404
2017-12-01,5.21,6.0,3.5810205908684,10530.7001953125,0.1484821774231692,13.75499997138977,4.88,6.0,4.021447721179627,-0.0464385124548549,13.350000078027898
2018-01-01,5.07,6.0,3.0195381882770933,11027.7001953125,0.2210274128636053,14.735000003467906,5.21,6.0,3.5810205908684,0.1484821774231692,13.75499997138977
2018-02-01,4.44,6.0,2.743362831858409,10492.849609375,-0.2575152912303264,16.293684106124076,5.07,6.0,3.0195381882770933,0.2210274128636053,14.735000003467906
2018-03-01,4.28,6.0,2.738515901060068,10113.7001953125,-0.1896574556862791,15.11842095224481,4.44,6.0,2.743362831858409,-0.2575152912303264,16.293684106124076
2018-04-01,4.58,6.0,3.621908127208484,10739.349609375,0.2877684736940273,13.913809503827776,4.28,6.0,2.738515901060068,-0.1896574556862791,15.11842095224481
2018-05-01,4.87,6.0,4.782993799822854,10736.150390625,0.0006124172953309,13.578636342828924,4.58,6.0,3.621908127208484,0.2877684736940273,13.913809503827776
2018-06-01,4.92,6.25,5.67879325643299,10714.2998046875,-0.0079536963484785,12.820952370053243,4.87,6.0,4.782993799822854,0.0006124172953309,13.578636342828924
2018-07-01,4.17,6.25,5.267778753292363,11356.5,0.2659637685839131,12.732727267525412,4.92,6.25,5.67879325643299,-0.0079536963484785,12.820952370053243
2018-08-01,3.69,6.5,4.616724738675959,11680.5,0.1354543168620677,12.718571390424456,4.17,6.25,5.267778753292363,0.2659637685839131,12.732727267525412
2018-09-01,3.7,6.5,5.22193211488251,10930.4501953125,-0.3647516167112483,15.035555627610949,3.69,6.5,4.616724738675959,0.1354543168620677,12.718571390424456
2018-10-01,3.38,6.5,5.536332179930792,10386.599609375,-0.2324499065794138,19.154285612560454,3.7,6.5,5.22193211488251,-0.3647516167112483,15.035555627610949
2018-11-01,2.33,6.5,4.4673539518900185,10876.75,0.2332638095497441,18.822500038146973,3.38,6.5,5.536332179930792,-0.2324499065794138,19.154285612560454
2018-12-01,2.11,6.5,3.457216940363006,10862.5498046875,-0.0020649278883666,16.532000017166137,2.33,6.5,4.4673539518900185,0.2332638095497441,18.822500038146973
2019-01-01,1.97,6.5,2.758620689655178,10830.9501953125,-0.0108900708416,16.737826181494672,2.11,6.5,3.457216940363006,-0.0020649278883666,16.532000017166137
2019-02-01,2.57,6.25,2.9285099052541064,10792.5,-0.0166936218125585,16.43999988154361,1.97,6.5,2.758620689655178,-0.0108900708416,16.737826181494672
2019-03-01,2.86,6.25,3.095442820292349,11570.0,0.3891915003277353,15.923333221011692,2.57,6.25,2.9285099052541064,-0.0166936218125585,16.43999988154361
2019-04-01,2.99,6.0,3.239556692242118,11748.150390625,0.0827878672974683,21.0757892006322,2.86,6.25,3.095442820292349,0.3891915003277353,15.923333221011692
2019-05-01,3.05,6.0,2.789518174133554,11922.7998046875,0.0732001566013647,23.21727262843739,2.99,6.0,3.239556692242118,0.0827878672974683,21.0757892006322
2019-06-01,3.18,5.75,2.015113350125941,11788.849609375,-0.0566516930426524,14.753157766241776,3.05,6.0,2.789518174133554,0.0732001566013647,23.21727262843739
2019-07-01,3.15,5.75,1.1676396997497784,11118.0,-0.2518159484449845,12.986087094182553,3.18,5.75,2.015113350125941,-0.0566516930426524,14.753157766241776
2019-08-01,3.28,5.4,1.1656952539550458,11023.25,-0.0373931752396439,16.487500190734863,3.15,5.75,1.1676396997497784,-0.2518159484449845,12.986087094182553
2019-09-01,3.99,5.4,0.3308519437551727,11474.4501953125,0.2243862309019534,16.018947450738203,3.28,5.4,1.1656952539550458,-0.0373931752396439,16.487500190734863
2019-10-01,4.62,5.15,0.0,11877.4501953125,0.1850180334023679,16.743157989100407,3.99,5.4,0.3308519437551727,0.2243862309019534,16.018947450738203
2019-11-01,5.54,5.15,0.5756578947368363,12056.0498046875,0.075988378245338,15.317499828338622,4.62,5.15,0.0,0.1850180334023679,16.743157989100407
2019-12-01,7.35,5.15,2.7568922305764465,12168.4501953125,0.0456973250859402,12.838095347086588,5.54,5.15,0.5756578947368363,0.075988378245338,15.317499828338622
2020-01-01,7.59,5.15,3.523489932885915,11962.099609375,-0.0715573634234762,15.096363587812943,7.35,5.15,2.7568922305764465,0.0456973250859402,12.838095347086588
2020-02-01,6.58,5.15,2.259414225941425,11201.75,-0.3366439019368429,15.283157900760049,7.59,5.15,3.523489932885915,-0.0715573634234762,15.096363587812943
2020-03-01,5.84,4.4,0.417014178482078,8597.75,-1.131036077619706,53.06523777189709,6.58,5.15,2.259414225941425,-0.3366439019368429,15.283157900760049
2020-04-01,7.22,4.4,-1.5689512799339278,9859.900390625,0.8049020584123082,45.00444433424208,5.84,4.4,0.417014178482078,-1.131036077619706,53.06523777189709
2020-05-01,6.27,4.0,-3.3717105263157854,9580.2998046875,-0.1304924809751359,36.98368433902138,7.22,4.4,-1.5689512799339278,0.8049020584123082,45.00444433424208
2020-06-01,6.23,4.0,-1.810699588477372,10302.099609375,0.3381454706113713,30.23909091949463,6.27,4.0,-3.3717105263157854,-0.1304924809751359,36.98368433902138
2020-07-01,6.73,4.0,-0.2473206924979321,11073.4501953125,0.3187126513492462,25.18478277455205,6.23,4.0,-1.810699588477372,0.3381454706113713,30.23909091949463
2020-08-01,6.69,4.0,0.4115226337448652,11387.5,0.1375385726009629,21.21285711015974,6.73,4.0,-0.2473206924979321,0.3187126513492462,25.18478277455205
2020-09-01,7.27,4.0,1.3190436933223415,11247.5498046875,-0.0493703583248128,21.079090898687188,6.69,4.0,0.4115226337448652,0.1375385726009629,21.21285711015974
2020-10-01,7.61,4.0,1.3114754098360717,11642.400390625,0.1688627410645751,21.58380935305641,7.27,4.0,1.3190436933223415,-0.0493703583248128,21.079090898687188
2020-11-01,6.93,4.0,2.289452166802941,12968.9501953125,0.5733592032988931,21.110526335866822,7.61,4.0,1.3114754098360717,0.1688627410645751,21.58380935305641
2020-12-01,4.59,4.0,1.951219512195124,13981.75,0.3461992217782947,19.772272976962004,6.93,4.0,2.289452166802941,0.5733592032988931,21.110526335866822
2021-01-01,4.06,4.0,2.5121555915721183,13634.599609375,-0.1206420376798117,22.589444478352863,4.59,4.0,1.951219512195124,0.3461992217782947,19.772272976962004
2021-02-01,5.03,4.0,4.828150572831413,14529.150390625,0.3319989951787094,23.650000042385525,4.06,4.0,2.5121555915721183,-0.1206420376798117,22.589444478352863
2021-03-01,5.52,4.0,7.890365448504988,14690.7001953125,0.0601476399813518,21.92571412949335,5.03,4.0,4.828150572831413,0.3319989951787094,23.650000042385525
2021-04-01,4.23,4.0,10.738255033557053,14631.099609375,-0.0130563915392614,21.75210521095677,5.52,4.0,7.890365448504988,0.0601476399813518,21.92571412949335
2021-05-01,6.3,4.0,13.10638297872342,15582.7998046875,0.3188204375800224,20.313333384195964,4.23,4.0,10.738255033557053,-0.0130563915392614,21.75210521095677
2021-06-01,6.26,4.0,12.070410729253966,15721.5,0.0411982703669019,14.923636263067072,6.3,4.0,13.10638297872342,0.3188204375800224,20.313333384195964
2021-07-01,5.59,4.0,11.570247933884303,15763.0498046875,0.0141058338951859,12.638000011444092,6.26,4.0,12.070410729253966,0.0411982703669019,14.923636263067072
2021-08-01,5.3,4.0,11.63934426229507,17132.19921875,0.3989674477780499,13.219523747762045,5.59,4.0,11.570247933884303,0.0141058338951859,12.638000011444092
2021-09-01,4.35,4.0,11.79820992676972,17618.150390625,0.1350196877229783,15.721904618399485,5.3,4.0,11.63934426229507,0.3989674477780499,13.219523747762045
2021-10-01,4.48,4.0,13.834951456310684,17671.650390625,0.0183891369834132,16.914499950408935,4.35,4.0,11.79820992676972,0.1350196877229783,15.721904618399485
2021-11-01,4.91,4.0,14.868105515587526,16983.19921875,-0.1935649164855196,16.95049991607666,4.48,4.0,13.834951456310684,0.0183891369834132,16.914499950408935
2021-12-01,5.66,4.0,14.274322169059015,17354.05078125,0.0994254038786646,17.179999973462976,4.91,4.0,14.868105515587526,-0.1935649164855196,16.95049991607666
2022-01-01,6.01,4.0,13.675889328063253,17339.849609375,0.0012866407799067,18.41100025177002,5.66,4.0,14.274322169059015,0.0994254038786646,17.179999973462976
2022-02-01,6.07,4.0,13.42701014832164,16793.900390625,-0.1446195302427366,22.07549991607666,6.01,4.0,13.675889328063253,0.0012866407799067,18.41100025177002
2022-03-01,6.95,4.0,14.626635873749038,17464.75,0.1940809009295248,25.080476215907503,6.07,4.0,13.42701014832164,-0.1446195302427366,22.07549991607666
2022-04-01,7.79,4.0,15.37878787878788,17102.55078125,-0.1034567163326242,18.87368443137721,6.95,4.0,14.626635873749038,0.1940809009295248,25.080476215907503
2022-05-01,7.04,4.4,16.62904439428141,16584.55078125,-0.1362660306323297,22.609523682367232,7.79,4.0,15.37878787878788,-0.1034567163326242,18.87368443137721
2022-06-01,7.01,4.9,16.23036649214662,15780.25,-0.2202345045351974,21.129999941045583,7.04,4.4,16.62904439428141,-0.1362660306323297,22.609523682367232
2022-07-01,6.71,4.9,14.074074074074083,17158.25,0.4023182704027154,18.30904769897461,7.01,4.9,16.23036649214662,-0.2202345045351974,21.129999941045583
2022-08-01,7.0,5.4,12.481644640234958,17759.30078125,0.1761030418109554,18.56700019836426,6.71,4.9,14.074074074074083,0.4023182704027154,18.30904769897461
2022-09-01,7.41,5.9,10.55312954876273,17094.349609375,-0.1688818512774349,19.554999871687457,7.0,5.4,12.481644640234958,0.1761030418109554,18.56700019836426
2022-10-01,6.77,5.9,8.67093105899077,18012.19921875,0.2794238684296881,18.33684223576596,7.41,5.9,10.55312954876273,-0.1688818512774349,19.554999871687457
2022-11-01,5.88,5.9,6.123869171885876,18758.349609375,0.195220207689884,14.7757142384847,6.77,5.9,8.67093105899077,0.2794238684296881,18.33684223576596
2022-12-01,5.72,6.25,5.024424284717366,18105.30078125,-0.1585127216671094,14.144761766706194,5.88,5.9,6.123869171885876,0.195220207689884,14.7757142384847
2023-01-01,6.52,6.25,4.798331015299007,17662.150390625,-0.1153023612929708,15.009999820164271,5.72,6.25,5.024424284717366,-0.1585127216671094,14.144761766706194
2023-02-01,6.44,6.5,3.854094975911893,17303.94921875,-0.1004916293483049,14.062000036239624,6.52,6.25,4.798331015299007,-0.1153023612929708,15.009999820164271
2023-03-01,5.66,6.5,1.410342511752849,17359.75,0.0187759807873666,14.356666564941406,6.44,6.5,3.854094975911893,-0.1004916293483049,14.062000036239624
2023-04-01,4.7,6.5,-0.7879185817465606,18065.0,0.2353298776510314,11.912941203397864,5.66,6.5,1.410342511752849,0.0187759807873666,14.356666564941406
2023-05-01,4.31,6.5,-3.612903225806452,18534.400390625,0.1181278054424609,12.54090911691839,4.7,6.5,-0.7879185817465606,0.2353298776510314,11.912941203397864
2023-06-01,4.87,6.5,-4.182754182754178,19189.05078125,0.1665979484734961,11.18190474737258,4.31,6.5,-3.612903225806452,0.1181278054424609,12.54090911691839
2023-07-01,7.44,6.5,-1.2337662337662425,19753.80078125,0.1396096504711032,11.18285710471017,4.87,6.5,-4.182754182754178,0.1665979484734961,11.18190474737258
2023-08-01,6.83,6.5,-0.4569190600522077,19253.80078125,-0.1155320534388346,11.637727217240768,7.44,6.5,-1.2337662337662425,0.1396096504711032,11.18285710471017
2023-09-01,5.02,6.5,-0.0658327847267936,19638.30078125,0.1004902126569234,11.198499870300292,6.83,6.5,-0.4569190600522077,-0.1155320534388346,11.637727217240768
2023-10-01,4.87,6.5,-0.2616088947024253,19079.599609375,-0.1419061516118464,11.111499881744384,5.02,6.5,-0.0658327847267936,0.1004902126569234,11.198499870300292
2023-11-01,5.55,6.5,0.3934426229508236,20133.150390625,0.270070338761631,11.58649983406067,4.87,6.5,-0.2616088947024253,-0.1419061516118464,11.111499881744384
2023-12-01,5.69,6.5,0.8637873754152814,21731.400390625,0.3852091618864572,13.513500022888184,5.55,6.5,0.3934426229508236,0.270070338761631,11.58649983406067
2024-01-01,5.1,6.5,0.3317850033178526,21725.69921875,0.0032915847374182,14.0760000705719,5.69,6.5,0.8637873754152814,0.3852091618864572,13.513500022888184
2024-02-01,5.09,6.5,0.1988071570576455,21982.80078125,0.057586218296688,15.525999927520752,5.1,6.5,0.3317850033178526,0.0032915847374182,14.0760000705719
2024-03-01,4.85,6.5,0.2649006622516658,22326.900390625,0.0890362736951594,13.688333299424912,5.09,6.5,0.1988071570576455,0.057586218296688,15.525999927520752
2024-04-01,4.83,6.5,1.191264063534092,22604.849609375,0.0637453472090754,11.740499877929688,4.85,6.5,0.2649006622516658,0.0890362736951594,13.688333299424912
2024-05-01,4.8,6.5,2.7443105756358666,22530.69921875,-0.0134218904140823,20.143809545607795,4.83,6.5,1.191264063534092,0.0637453472090754,11.740499877929688
2024-06-01,5.08,6.5,3.4251175285426427,24010.599609375,0.3519650472413024,15.563684212534053,4.8,6.5,2.7443105756358666,-0.0134218904140823,20.143809545607795
2024-07-01,3.6,6.5,2.103879026955968,24951.150390625,0.1762399227781304,13.54227269779552,5.08,6.5,3.4251175285426427,0.3519650472413024,15.563684212534053
2024-08-01,3.65,6.5,1.24590163934426,25235.900390625,0.0580163213450805,14.901428585960751,3.6,6.5,2.103879026955968,0.1762399227781304,13.54227269779552
2024-09-01,5.49,6.5,1.9104084321475368,25810.849609375,0.109871712531289,13.286666733878,3.65,6.5,1.24590163934426,0.0580163213450805,14.901428585960751
2024-10-01,6.21,6.5,2.754098360655721,24205.349609375,-0.2890998078286426,13.93318189274181,5.49,6.5,1.9104084321475368,0.109871712531289,13.286666733878
2024-11-01,5.48,6.5,2.155453951665587,24131.099609375,-0.0110400935396533,15.256315883837248,6.21,6.5,2.754098360655721,-0.2890998078286426,13.93318189274181
2024-12-01,5.22,6.5,2.569169960474293,23644.80078125,-0.0946358442992591,14.021428562345958,5.48,6.5,2.155453951665587,-0.0110400935396533,15.256315883837248
2025-01-01,4.063459570112582,6.5,2.513227513227512,23508.400390625,-0.0214336717287505,15.995454528115012,5.22,6.5,2.569169960474293,-0.0946358442992591,14.021428562345958
2025-02-01,3.4933605720122385,6.25,2.447089947089953,22124.69921875,-0.3006636121799849,14.522105317366751,4.063459570112582,6.5,2.513227513227512,-0.0214336717287505,15.995454528115012
2025-03-01,3.564862104187938,6.25,2.245706737120212,23519.349609375,0.3242427640031517,13.443684226588198,3.4933605720122385,6.25,2.447089947089953,-0.3006636121799849,14.522105317366751
2025-04-01,3.3367243133265445,6.0,0.8502289077828573,24334.19921875,0.1884255119458052,16.828947519001208,3.564862104187938,6.25,2.245706737120212,0.3242427640031517,13.443684226588198
2025-05-01,3.033367037411528,6.0,0.1302931596091072,24750.69921875,0.0867747091583606,18.02285712105888,3.3367243133265445,6.0,0.8502289077828573,0.1884255119458052,16.828947519001208
2025-06-01,2.305389221556897,5.5,-0.1948051948052032,25517.05078125,0.1473670521125617,14.310952413649789,3.033367037411528,6.0,0.1302931596091072,0.0867747091583606,18.02285712105888
2025-07-01,1.6224188790560312,5.5,-0.5795235028976164,24768.349609375,-0.1284635631701264,11.653043415235436,2.305389221556897,5.5,-0.1948051948052032,0.1473670521125617,14.310952413649789
2025-08-01,2.0058997050147465,5.5,0.5181347150258864,24426.849609375,-0.0711059716777072,11.957368348774157,1.6224188790560312,5.5,-0.5795235028976164,-0.1284635631701264,11.653043415235436
2025-09-01,1.407624633431093,5.5,0.1939237233354873,24611.099609375,0.0351271286698822,10.679090933366256,2.0058997050147465,5.5,0.5181347150258864,-0.0711059716777072,11.957368348774157
2025-10-01,0.0385728061716328,5.5,-1.02105934907466,25722.099609375,0.2116380692310533,11.061904725574312,1.407624633431093,5.5,0.1939237233354873,0.0351271286698822,10.679090933366256
2025-11-01,0.4927536231884133,5.5,-0.1278772378516701,26202.94921875,0.0986148887701444,12.304210512261642,0.0385728061716328,5.5,-1.02105934907466,0.2116380692310533,11.061904725574312
2025-12-01,1.1661807580174877,5.25,0.9633911368015502,26129.599609375,-0.0116796358011645,10.198636315085672,0.4927536231884133,5.5,-0.1278772378516701,0.0986148887701444,12.304210512261642
2026-01-01,2.74,5.25,1.6774193548387162,25320.650390625,-0.1555226628528883,11.95210522099545,1.1661807580174877,5.25,0.9633911368015502,-0.0116796358011645,10.198636315085672
2026-02-01,3.21,5.25,2.259522272433822,25178.650390625,-0.0240188463117091,12.908499908447263,2.74,5.25,1.6774193548387162,-0.1555226628528883,11.95210522099545
2026-03-01,3.4,5.25,4.134366925064592,22331.400390625,-0.6172702908004558,22.106841840242083,3.21,5.25,2.259522272433822,-0.0240188463117091,12.908499908447263
2026-04-01,3.48,5.25,8.690012970168626,23997.55078125,0.3671532649866821,19.96999998092652,3.4,5.25,4.134366925064592,-0.6172702908004558,22.106841840242083
2026-05-01,3.93,5.25,9.880239520958067,23547.75,-0.0959675592549654,17.762631667287724,3.48,5.25,8.690012970168626,0.3671532649866821,19.96999998092652
2026-06-01,4.38,5.25,9.970089730807574,23865.75,0.0664133960581006,14.542857260931106,3.93,5.25,9.880239520958067,-0.0959675592549654,17.762631667287724
2026-07-01,4.45,5.25,9.78043912175648,24383.599609375,0.0960119709957777,12.82391299372134,4.38,5.25,9.970089730807574,0.0664133960581006,14.542857260931106
2026-08-01,4.82,5.25,9.92063492063493,24175.650390625,-0.0415500018509651,11.497999954223634,4.45,5.25,9.78043912175648,0.0960119709957777,12.82391299372134
